"model","length","year","price","url"
"40 ft 2008 Bavaria 40 Cruiser","40","2008","130105","https://au.yachtworld.com/boats/2008/bavaria-40-cruiser-3544718/"
"39 ft 2005 Bavaria 39 Cruiser","39","2005","130105","https://au.yachtworld.com/boats/2005/bavaria-39-cruiser-3580379/"
"46 ft 2006 Bavaria 46 Cruiser","46","2006","126237","https://au.yachtworld.com/boats/2006/bavaria-cruiser-46-3214669/"
"49 ft 2004 Bavaria 49 / VAT paid","49","2004","130596","https://au.yachtworld.com/boats/2004/bavaria-49-vat-paid-3584248/"
"45 ft 2003 Bavaria 44","45","2003","130760","https://au.yachtworld.com/boats/2003/bavaria-44-3647512/"
"47 ft 2008 Bavaria Cruiser 46","47","2008","130923","https://au.yachtworld.com/boats/2008/bavaria-cruiser-46-3611802/"
"46 ft 2001 Bavaria 47","46","2001","130923","https://au.yachtworld.com/boats/2001/bavaria-47-3496340/"
"46 ft 2007 Bavaria 46 Cruiser","46","2007","130923","https://au.yachtworld.com/boats/2007/bavaria-cruiser-46-3617072/"
"44 ft 2003 Bavaria 44","44","2003","130923","https://au.yachtworld.com/boats/2003/bavaria-44-2416263/"
"42 ft 2000 Bavaria 42","42","2000","130923","https://au.yachtworld.com/boats/2000/bavaria-42-2768680/"
"40 ft 2008 Bavaria 40 Cruiser","40","2008","130923","https://au.yachtworld.com/boats/2008/bavaria-40-cruiser-3210170/"
"39 ft 2008 Bavaria 40 Cruiser","39","2008","130923","https://au.yachtworld.com/boats/2008/bavaria-40-cruiser-2976393/"
"38 ft 2008 Bavaria 38 Cruiser","38","2008","130923","https://au.yachtworld.com/boats/2008/bavaria-38-cruiser-3641029/"
"40 ft 2008 Bavaria 40 Cruiser","40","2008","127856","https://au.yachtworld.com/boats/2008/bavaria-40-cruiser-3158739/"
"41 ft 2003 Bavaria 41","41","2003","132973","https://au.yachtworld.com/boats/2003/bavaria-41-3586698/"
"39 ft 2006 Bavaria 39 Cruiser","39","2006","128418","https://au.yachtworld.com/boats/2006/bavaria-39-cruiser-3574933/"
"50 ft 2001 Bavaria 50","50","2001","134196","https://au.yachtworld.com/boats/2001/bavaria-50-3650221/"
"46 ft 2004 Bavaria 46","46","2004","134279","https://au.yachtworld.com/boats/2004/bavaria-46-2916798/"
"39 ft 2006 Bavaria 39 Cruiser","39","2006","134292","https://au.yachtworld.com/boats/2006/bavaria-39-cruiser-3640192/"
"42 ft 2005 Bavaria 42cruiser","42","2005","135015","https://au.yachtworld.com/boats/2005/bavaria-42cruiser-3558413/"
"39 ft 2005 Bavaria 39 Cruiser","39","2005","135015","https://au.yachtworld.com/boats/2005/bavaria-39-cruiser-3607515/"
"38 ft 1999 Bavaria 38 Ocean","38","1999","135788","https://au.yachtworld.com/boats/1999/bavaria-38-ocean-3590880/"
"49 ft 2004 Bavaria 49","49","2004","135833","https://au.yachtworld.com/boats/2004/bavaria-49-3562922/"
"45 ft 2003 Bavaria 44","45","2003","135833","https://au.yachtworld.com/boats/2003/bavaria-44-3597001/"
"42 ft 2001 Bavaria 42","42","2001","135833","https://au.yachtworld.com/boats/2001/bavaria-42-2969667/"
"49 ft 1999 Bavaria 50","49","1999","136160","https://au.yachtworld.com/boats/1999/bavaria-50-3609885/"
"38 ft 2004 Bavaria 38","38","2004","136787","https://au.yachtworld.com/boats/2004/bavaria-38-3564776/"
"49 ft 2003 Bavaria 49","49","2003","137470","https://au.yachtworld.com/boats/2003/bavaria-49-3590903/"
"42 ft 2009 Bavaria 43 Cruiser","42","2009","137470","https://au.yachtworld.com/boats/2009/bavaria-43-cruiser-3586551/"
"42 ft 2006 Bavaria 42 Cruiser","42","2006","137470","https://au.yachtworld.com/boats/2006/bavaria-42-cruiser-3645139/"
"41 ft 2003 Bavaria 41","41","2003","137470","https://au.yachtworld.com/boats/2003/bavaria-41-1798266/"
